node_id,node_type,label
rs_H2OC_mmolmol,feature,rs_H2OC_mmolmol
rs_rho_gm3,feature,rs_rho_gm3
rs_wv_ms,feature,rs_wv_ms
rs_max_wv_ms,feature,rs_max_wv_ms
rs_wd_deg,feature,rs_wd_deg
sk_p_mbar,feature,sk_p_mbar
sk_T_degC,feature,sk_T_degC
sk_Tpot_K,feature,sk_Tpot_K
sk_Tdew_degC,feature,sk_Tdew_degC
sk_rh_pct,feature,sk_rh_pct
sk_VPmax_mbar,feature,sk_VPmax_mbar
sk_VPact_mbar,feature,sk_VPact_mbar
sk_VPdef_mbar,feature,sk_VPdef_mbar
sk_sh_gkg,feature,sk_sh_gkg
sk_H2OC_mmolmol,feature,sk_H2OC_mmolmol
sk_rho_gm3,feature,sk_rho_gm3
sk_wv_ms,feature,sk_wv_ms
sk_max_wv_ms,feature,sk_max_wv_ms
sk_wd_deg,feature,sk_wd_deg
ku_p_mbar,feature,ku_p_mbar
ku_T_degC,feature,ku_T_degC
ku_Tpot_K,feature,ku_Tpot_K
ku_Tdew_degC,feature,ku_Tdew_degC
ku_rh_pct,feature,ku_rh_pct
ku_VPmax_mbar,feature,ku_VPmax_mbar
ku_VPact_mbar,feature,ku_VPact_mbar
ku_VPdef_mbar,feature,ku_VPdef_mbar
ku_sh_gkg,feature,ku_sh_gkg
ku_H2OC_mmolmol,feature,ku_H2OC_mmolmol
ku_rho_gm3,feature,ku_rho_gm3
ku_wv_ms,feature,ku_wv_ms
ku_max_wv_ms,feature,ku_max_wv_ms
ku_wd_deg,feature,ku_wd_deg
zcr_p_mbar,feature,zcr_p_mbar
zcr_T_degC,feature,zcr_T_degC
zcr_Tpot_K,feature,zcr_Tpot_K
zcr_Tdew_degC,feature,zcr_Tdew_degC
zcr_rh_pct,feature,zcr_rh_pct
zcr_VPmax_mbar,feature,zcr_VPmax_mbar
zcr_VPact_mbar,feature,zcr_VPact_mbar
zcr_VPdef_mbar,feature,zcr_VPdef_mbar
zcr_sh_gkg,feature,zcr_sh_gkg
zcr_H2OC_mmolmol,feature,zcr_H2OC_mmolmol
zcr_rho_gm3,feature,zcr_rho_gm3
zcr_wv_ms,feature,zcr_wv_ms
zcr_max_wv_ms,feature,zcr_max_wv_ms
zcr_wd_deg,feature,zcr_wd_deg
se_p_mbar,feature,se_p_mbar
se_T_degC,feature,se_T_degC
se_Tpot_K,feature,se_Tpot_K
se_Tdew_degC,feature,se_Tdew_degC
se_rh_pct,feature,se_rh_pct
se_VPmax_mbar,feature,se_VPmax_mbar
se_VPact_mbar,feature,se_VPact_mbar
se_VPdef_mbar,feature,se_VPdef_mbar
se_sh_gkg,feature,se_sh_gkg
se_H2OC_mmolmol,feature,se_H2OC_mmolmol
se_rho_gm3,feature,se_rho_gm3
se_wv_ms,feature,se_wv_ms
se_max_wv_ms,feature,se_max_wv_ms
se_wd_deg,feature,se_wd_deg
df_p_mbar,feature,df_p_mbar
df_T_degC,feature,df_T_degC
df_Tpot_K,feature,df_Tpot_K
df_Tdew_degC,feature,df_Tdew_degC
df_rh_pct,feature,df_rh_pct
df_VPmax_mbar,feature,df_VPmax_mbar
df_VPact_mbar,feature,df_VPact_mbar
df_VPdef_mbar,feature,df_VPdef_mbar
df_sh_gkg,feature,df_sh_gkg
df_H2OC_mmolmol,feature,df_H2OC_mmolmol
df_rho_gm3,feature,df_rho_gm3
df_wv_ms,feature,df_wv_ms
df_max_wv_ms,feature,df_max_wv_ms
df_wd_deg,feature,df_wd_deg
